#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
FSBL2240_hybracter.fasta,chromosome00001,805406,806266,+,gspL,1-861/861,===============,0/0,100,94.77,vfdb,YP_404608,(gspL) general secretion pathway protein L [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2240_hybracter.fasta,chromosome00001,806382,806803,+,gspM,1-422/423,===============,0/0,99.76,93.6,vfdb,YP_404609,(gspM) general secretion pathway protein M [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2240_hybracter.fasta,chromosome00001,807863,808639,+,kpsM,1-777/777,===============,0/0,100,99.87,vfdb,AAA24046,(kpsM) KpsM [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSBL2240_hybracter.fasta,chromosome00001,808636,809295,+,kpsT,1-660/660,===============,0/0,100,100,vfdb,AAA24047,(kpsT) KpsT [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSBL2240_hybracter.fasta,chromosome00001,819957,821633,-,kpsD,1-1677/1677,===============,0/0,100,99.05,vfdb,AAA21682,(kpsD) KpsD [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSBL2240_hybracter.fasta,chromosome00001,836319,840219,-,sat,1-3900/3900,========/======,01-Jan,100,99.49,vfdb,NP_755494,(sat) Aecreted auto transpoter toxin [Sat (VF0231)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,843393,844714,-,iucD,1-1323/1338,========/======,01-Jan,98.8,96.3,vfdb,NP_755499,(iucD) L-lysine 6-monooxygenase IucD [Aerobactin (VF0229)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,844711,846453,-,iucC,1-1743/1743,===============,0/0,100,98.16,vfdb,NP_755500,(iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,846453,847400,-,iucB,1-948/948,===============,0/0,100,99.79,vfdb,NP_709455,(iucB) aerobactin synthesis protein IucB [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301],
FSBL2240_hybracter.fasta,chromosome00001,847401,849182,-,iucA,1-1782/1782,===============,0/0,100,99.83,vfdb,NP_709454,(iucA) aerobactin synthesis protein IucA [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301],
FSBL2240_hybracter.fasta,chromosome00001,857649,857882,-,papI,1-234/234,===============,0/0,100,94.87,vfdb,NP_755468,(papI) regulatory protein PapI [P fimbriae (VF0220)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,858287,858600,+,papB,1-315/315,========/======,01-Jan,99.68,98.41,vfdb,,(papB) regulatory protein PapB [P fimbriae (VF0220)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,860374,860925,+,papX,1-552/552,===============,0/0,100,97.46,vfdb,NP_755457,(papX) PapX protein regulates flagellum synthesis to repress motility [P fimbriae (CVF425)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,1909805,1911826,-,fyuA,1-2022/2022,===============,0/0,100,99.95,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,1911957,1913534,-,ybtE,1-1578/1578,===============,0/0,100,99.81,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,1913538,1914341,-,ybtT,1-804/804,===============,0/0,100,99.5,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,1914338,1915438,-,ybtU,1-1101/1101,===============,0/0,100,99.73,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,1915435,1924926,-,irp1,1-9492/9492,===============,0/0,100,99.33,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,1925016,1931120,-,irp2,1-6106/6108,========/======,01-Jan,99.95,98.87,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,1931311,1932270,-,ybtA,1-960/960,===============,0/0,100,99.48,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,1932437,1934239,+,ybtP,1-1803/1803,===============,0/0,100,99.61,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,1934226,1936028,+,ybtQ,1-1803/1803,===============,0/0,100,99.78,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,1936021,1937301,+,ybtX,1-1281/1281,===============,0/0,100,99.61,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,1937329,1938633,+,ybtS,1-1305/1305,===============,0/0,100,99.77,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2240_hybracter.fasta,chromosome00001,3054438,3055478,+,ompA,1-1041/1041,===============,0/0,100,99.52,vfdb,AAF37887,(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218],
FSBL2240_hybracter.fasta,chromosome00001,3413198,3413944,-,entA,1-747/747,===============,0/0,100,98.39,vfdb,NP_752614,(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3413944,3414801,-,entB,1-858/858,===============,0/0,100,99.18,vfdb,NP_752613,(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3414815,3416425,-,entE,1-1611/1611,===============,0/0,100,99.13,vfdb,NP_752612,(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3416435,3417622,-,entC,1-1188/1188,===============,0/0,100,99.66,vfdb,NP_752611,(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3417799,3418755,+,fepB,1-957/957,===============,0/0,100,99.79,vfdb,NP_752610,(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3418759,3420009,-,entS,1-1251/1251,===============,0/0,100,98.8,vfdb,NP_752609,(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3420108,3421124,+,fepD,1-1017/1017,===============,0/0,100,99.51,vfdb,NP_752608,(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3421121,3422113,+,fepG,1-993/993,===============,0/0,100,99.8,vfdb,NP_752607,(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3422110,3422925,+,fepC,1-816/816,===============,0/0,100,99.39,vfdb,NP_752606,(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3424299,3428152,-,entF,1-3854/3882,===============,0/0,99.28,98.36,vfdb,NP_752604,(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3428370,3429572,-,fes,1-1203/1203,===============,0/0,100,99.83,vfdb,NP_752602,(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3429815,3432055,+,fepA,1-2241/2241,===============,0/0,100,98.88,vfdb,NP_752600,(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3432080,3432741,+,entD,1-662/771,=============..,0/0,85.86,92.75,vfdb,NP_752599,(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,3702098,3706348,-,fdeC,1-4251/4251,===============,0/0,100,99.62,vfdb,YP_002390132,(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88],
FSBL2240_hybracter.fasta,chromosome00001,3715601,3716191,+,ykgK/ecpR,1-591/591,===============,0/0,100,99.32,vfdb,NP_286011,(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2240_hybracter.fasta,chromosome00001,3716266,3716853,+,yagZ/ecpA,1-588/588,===============,0/0,100,98.47,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2240_hybracter.fasta,chromosome00001,3716910,3717578,+,yagY/ecpB,1-669/669,===============,0/0,100,98.06,vfdb,NP_286009,(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2240_hybracter.fasta,chromosome00001,3717604,3720129,+,yagX/ecpC,1-2526/2526,===============,0/0,100,97.66,vfdb,NP_286008,(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2240_hybracter.fasta,chromosome00001,3720119,3721762,+,yagW/ecpD,1-1644/1644,===============,0/0,100,99.15,vfdb,NP_286007,(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2240_hybracter.fasta,chromosome00001,3721686,3722439,+,yagV/ecpE,1-754/756,===============,0/0,99.74,98.41,vfdb,NP_286006,(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2240_hybracter.fasta,chromosome00001,3727896,3731500,+,vat,528-4131/4131,.=======/======,01-Jan,87.24,99.64,vfdb,NP_752330,(vat) Haemoglobin protease [Tsh (VF0233)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,4156533,4157444,-,fimH,1-912/912,===============,0/0,100,97.15,vfdb,NP_757248,(fimH) FimH protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,4157455,4157958,-,fimG,1-504/504,===============,0/0,100,98.02,vfdb,NP_757247,(fimG) FimG protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,4157971,4158504,-,fimF,1-534/534,===============,0/0,100,97.38,vfdb,NP_757245,(fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,4158511,4161147,-,fimD,1-2637/2637,===============,0/0,100,98.26,vfdb,NP_757244,(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,4161214,4161939,-,fimC,1-726/726,===============,0/0,100,98.48,vfdb,NP_757243,(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,4161976,4162515,-,fimI,1-540/540,===============,0/0,100,98.33,vfdb,NP_757242,(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,4162580,4163185,-,fimA,1-606/606,===============,0/0,100,92.24,vfdb,NP_757241,(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,4163610,4164206,-,fimE,1-597/597,===============,0/0,100,98.66,vfdb,NP_757240,(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,4164684,4165286,-,fimB,1-603/603,===============,0/0,100,98.18,vfdb,NP_757239,(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2240_hybracter.fasta,chromosome00001,4909075,4910503,+,aslA,1-1428/1428,========/======,01-Jan,100,98.46,vfdb,AAG10151,(aslA) putative arylsulfatase [AslA (VF0238)] [Escherichia coli O18:K1:H7 str. RS218],
FSBL2240_hybracter.fasta,plasmid00001,25071,26209,+,senB,2-1140/1140,===============,0/0,99.91,99.74,vfdb,YP_406304,(senB) enterotoxin [ShET2 (VF0258)] [Shigella flexneri 2a str. 301],
FSBL2258_hybracter.fasta,chromosome00001,238795,239595,-,chuV,1-801/801,===============,0/0,100,99.75,vfdb,NP_756180,(chuV) ATP-binding hydrophilic protein ChuV [Chu (VF0227)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,239562,240554,-,chuU,1-993/993,===============,0/0,100,99.5,vfdb,NP_756179,(chuU) heme permease protein ChuU [Chu (VF0227)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,240603,241226,-,chuY,1-624/624,===============,0/0,100,98.4,vfdb,NP_756178,(chuY) ChuY [Chu (VF0227)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,241226,241720,-,chuX,1-495/495,===============,0/0,100,100,vfdb,NP_756177,(chuX) putative heme-binding protein ChuX [Chu (VF0227)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,241733,243070,-,chuW,1-1338/1338,===============,0/0,100,99.1,vfdb,NP_756176,(chuW) Putative oxygen independent coproporphyrinogen III oxidase [Chu (VF0227)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,243090,244082,-,chuT,1-993/993,===============,0/0,100,99.7,vfdb,NP_756175,(chuT) periplasmic heme-binding protein ChuT [Chu (VF0227)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,244724,246670,+,chuA,1-1947/1947,===============,0/0,100,99.69,vfdb,NP_756170,(chuA) Outer membrane heme/hemoglobin receptor ChuA [Chu (VF0227)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,246719,247747,+,chuS,1-1029/1029,===============,0/0,100,99.51,vfdb,NP_756169,(chuS) heme oxygenase ChuS [Chu (VF0227)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,796472,797302,+,gspC,1-831/831,===============,0/0,100,93.86,vfdb,YP_404599,(gspC) general secretion pathway protein C [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,797542,799392,+,gspD,1-1836/1836,========/======,Jan-15,100,96.06,vfdb,YP_404600,(gspD) general secretion pathway protein D [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,799392,800885,+,gspE,1-1494/1494,===============,0/0,100,94.91,vfdb,YP_404601,(gspE) general secretion pathway protein E [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,800885,802084,+,gspF,1-1200/1200,===============,0/0,100,94.17,vfdb,YP_404602,(gspF) general secretion pathway protein F [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,802125,802580,+,gspG,1-456/456,===============,0/0,100,96.05,vfdb,YP_404603,(gspG) general secretion pathway protein G [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,802617,803147,+,gspH,1-531/531,===============,0/0,100,94.73,vfdb,YP_404604,(gspH) general secretion pathway protein H [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,803144,803515,+,gspI,1-372/372,===============,0/0,100,92.2,vfdb,YP_404605,(gspI) general secretion pathway protein I [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,803548,804117,+,gspJ,1-570/570,===============,0/0,100,94.39,vfdb,YP_404606,(gspJ) general secretion pathway protein J [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,804114,805091,+,gspK,1-978/978,===============,0/0,100,96.63,vfdb,YP_404607,(gspK) general secretion pathway protein K [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,805406,806266,+,gspL,1-861/861,===============,0/0,100,94.77,vfdb,YP_404608,(gspL) general secretion pathway protein L [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,806382,806803,+,gspM,1-422/423,===============,0/0,99.76,93.6,vfdb,YP_404609,(gspM) general secretion pathway protein M [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSBL2258_hybracter.fasta,chromosome00001,807863,808639,+,kpsM,1-777/777,===============,0/0,100,99.87,vfdb,AAA24046,(kpsM) KpsM [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSBL2258_hybracter.fasta,chromosome00001,808636,809295,+,kpsT,1-660/660,===============,0/0,100,100,vfdb,AAA24047,(kpsT) KpsT [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSBL2258_hybracter.fasta,chromosome00001,819957,821633,-,kpsD,1-1677/1677,===============,0/0,100,99.05,vfdb,AAA21682,(kpsD) KpsD [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSBL2258_hybracter.fasta,chromosome00001,836319,840219,-,sat,1-3900/3900,========/======,01-Jan,100,99.49,vfdb,NP_755494,(sat) Aecreted auto transpoter toxin [Sat (VF0231)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,843393,844714,-,iucD,1-1323/1338,========/======,01-Jan,98.8,96.3,vfdb,NP_755499,(iucD) L-lysine 6-monooxygenase IucD [Aerobactin (VF0229)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,844711,846453,-,iucC,1-1743/1743,===============,0/0,100,98.16,vfdb,NP_755500,(iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,846453,847400,-,iucB,1-948/948,===============,0/0,100,99.79,vfdb,NP_709455,(iucB) aerobactin synthesis protein IucB [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301],
FSBL2258_hybracter.fasta,chromosome00001,847401,849182,-,iucA,1-1782/1782,===============,0/0,100,99.83,vfdb,NP_709454,(iucA) aerobactin synthesis protein IucA [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301],
FSBL2258_hybracter.fasta,chromosome00001,857649,857882,-,papI,1-234/234,===============,0/0,100,94.87,vfdb,NP_755468,(papI) regulatory protein PapI [P fimbriae (VF0220)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,858287,858600,+,papB,1-315/315,========/======,01-Jan,99.68,98.41,vfdb,,(papB) regulatory protein PapB [P fimbriae (VF0220)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,860374,860925,+,papX,1-552/552,===============,0/0,100,97.46,vfdb,NP_755457,(papX) PapX protein regulates flagellum synthesis to repress motility [P fimbriae (CVF425)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,1909945,1911966,-,fyuA,1-2022/2022,===============,0/0,100,99.95,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,1912097,1913674,-,ybtE,1-1578/1578,===============,0/0,100,99.81,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,1913678,1914481,-,ybtT,1-804/804,===============,0/0,100,99.5,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,1914478,1915578,-,ybtU,1-1101/1101,===============,0/0,100,99.73,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,1915575,1925066,-,irp1,1-9492/9492,===============,0/0,100,99.33,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,1925156,1931260,-,irp2,1-6106/6108,========/======,01-Jan,99.95,98.87,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,1931451,1932410,-,ybtA,1-960/960,===============,0/0,100,99.48,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,1932577,1934379,+,ybtP,1-1803/1803,===============,0/0,100,99.61,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,1934366,1936168,+,ybtQ,1-1803/1803,===============,0/0,100,99.78,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,1936161,1937441,+,ybtX,1-1281/1281,===============,0/0,100,99.61,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,1937469,1938773,+,ybtS,1-1305/1305,===============,0/0,100,99.77,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2258_hybracter.fasta,chromosome00001,3018756,3019796,+,ompA,1-1041/1041,===============,0/0,100,99.52,vfdb,AAF37887,(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218],
FSBL2258_hybracter.fasta,chromosome00001,3377516,3378262,-,entA,1-747/747,===============,0/0,100,98.39,vfdb,NP_752614,(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3378262,3379119,-,entB,1-858/858,===============,0/0,100,99.18,vfdb,NP_752613,(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3379133,3380743,-,entE,1-1611/1611,===============,0/0,100,99.13,vfdb,NP_752612,(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3380753,3381940,-,entC,1-1188/1188,===============,0/0,100,99.66,vfdb,NP_752611,(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3382117,3383073,+,fepB,1-957/957,===============,0/0,100,99.79,vfdb,NP_752610,(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3383077,3384327,-,entS,1-1251/1251,===============,0/0,100,98.8,vfdb,NP_752609,(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3384426,3385442,+,fepD,1-1017/1017,===============,0/0,100,99.51,vfdb,NP_752608,(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3385439,3386431,+,fepG,1-993/993,===============,0/0,100,99.8,vfdb,NP_752607,(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3386428,3387243,+,fepC,1-816/816,===============,0/0,100,99.39,vfdb,NP_752606,(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3388617,3392470,-,entF,1-3854/3882,===============,0/0,99.28,98.36,vfdb,NP_752604,(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3392688,3393890,-,fes,1-1203/1203,===============,0/0,100,99.83,vfdb,NP_752602,(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3394133,3396373,+,fepA,1-2241/2241,===============,0/0,100,98.88,vfdb,NP_752600,(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3396398,3397059,+,entD,1-662/771,=============..,0/0,85.86,92.75,vfdb,NP_752599,(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,3666416,3670666,-,fdeC,1-4251/4251,===============,0/0,100,99.62,vfdb,YP_002390132,(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88],
FSBL2258_hybracter.fasta,chromosome00001,3679919,3680509,+,ykgK/ecpR,1-591/591,===============,0/0,100,99.32,vfdb,NP_286011,(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2258_hybracter.fasta,chromosome00001,3680584,3681171,+,yagZ/ecpA,1-588/588,===============,0/0,100,98.47,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2258_hybracter.fasta,chromosome00001,3681228,3681896,+,yagY/ecpB,1-669/669,===============,0/0,100,98.06,vfdb,NP_286009,(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2258_hybracter.fasta,chromosome00001,3681922,3684447,+,yagX/ecpC,1-2526/2526,===============,0/0,100,97.66,vfdb,NP_286008,(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
